food_category,food_department,food_family,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,promotion_name,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,brand_name,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,store_type,store_city,store_state,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,media_type,cost
Specialty,Produce,Food,3.7,1.258,2.0,I Cant Believe It Sale,S,F,4.0,High School Degree,Bronze,Manual,Y,2.0,$30K - $50K,0.0,Tell Tale,1.85,21.8,19.7,1.0,0.0,6.0,Small Grocery,San Francisco,CA,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",115.85
Frozen Desserts,Frozen Foods,Food,11.08,3.6564,4.0,I Cant Believe It Sale,M,M,1.0,High School Degree,Normal,Professional,Y,2.0,$110K - $130K,1.0,Big Time,2.77,19.9,16.8,1.0,1.0,3.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,69.47
Pizza,Frozen Foods,Food,3.63,1.6698,3.0,Cash Register Lottery,S,F,1.0,Partial High School,Bronze,Skilled Manual,N,4.0,$50K - $70K,0.0,PigTail,1.21,10.1,8.1,1.0,1.0,13.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",59.86
Jams and Jellies,Baking Goods,Food,5.43,2.5521,3.0,Double Down Sale,S,M,2.0,Bachelors Degree,Bronze,Management,Y,4.0,$70K - $90K,0.0,CDR,1.81,7.7,4.69,0.0,1.0,17.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,TV,95.74
Hot Beverages,Beverages,Drink,1.7,0.697,1.0,Sale Winners,S,F,2.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,0.0,Super,1.7,6.09,3.09,1.0,0.0,14.0,Small Grocery,Bellingham,WA,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,Bulk Mail,108.02
Decongestants,Health and Hygiene,Non-Consumable,5.64,1.9176,3.0,Saving Days,S,F,3.0,Partial High School,Normal,Skilled Manual,N,1.0,$10K - $30K,0.0,Bird Call,1.88,20.9,18.8,1.0,0.0,25.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",118.36
Dairy,Dairy,Food,5.36,1.6616,4.0,Sales Galore,M,M,5.0,Bachelors Degree,Silver,Professional,N,3.0,$110K - $130K,5.0,Booker,1.34,6.3,5.3,1.0,0.0,22.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,149.08
Dairy,Dairy,Drink,3.3,1.221,5.0,Shelf Clearing Days,S,M,3.0,Partial High School,Normal,Skilled Manual,N,1.0,$10K - $30K,0.0,Carlson,0.66,9.78,7.77,1.0,0.0,13.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",76.41
Jams and Jellies,Baking Goods,Food,10.8,3.78,4.0,Mystery Sale,M,M,2.0,Bachelors Degree,Bronze,Management,Y,3.0,$50K - $70K,0.0,CDR,2.7,21.4,20.3,1.0,0.0,10.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",68.84
Snack Foods,Snack Foods,Food,6.62,2.1184,2.0,Cash Register Lottery,M,M,1.0,Partial High School,Normal,Skilled Manual,Y,2.0,$10K - $30K,1.0,Nationeel,3.31,17.1,14.1,1.0,0.0,22.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Sunday Paper, Radio",123.61
Fruit,Produce,Food,6.32,2.2752,4.0,Sales Galore,S,M,1.0,Bachelors Degree,Bronze,Management,N,3.0,$70K - $90K,0.0,Ebony,1.58,8.79,6.78,0.0,1.0,2.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,149.08
Eggs,Eggs,Food,5.28,2.112,4.0,Cash Register Lottery,M,F,3.0,Bachelors Degree,Bronze,Management,Y,1.0,$50K - $70K,2.0,Blue Medal,1.32,12.4,10.3,0.0,1.0,9.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",59.86
Bread,Baked Goods,Food,1.06,0.477,2.0,Green Light Special,M,F,1.0,High School Degree,Silver,Manual,N,3.0,$30K - $50K,1.0,Sphinx,0.53,8.16,6.15,1.0,1.0,33.0,Small Grocery,San Francisco,CA,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,Cash Register Handout,127.19
Snack Foods,Snack Foods,Food,3.56,1.246,2.0,One Day Sale,M,F,4.0,High School Degree,Bronze,Manual,Y,1.0,$30K - $50K,2.0,Best Choice,1.78,13.0,10.0,0.0,0.0,17.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio, TV",85.88
Jams and Jellies,Baking Goods,Food,3.72,1.5996,2.0,Shelf Clearing Days,M,F,0.0,Partial High School,Normal,Manual,Y,0.0,$10K - $30K,0.0,CDR,1.86,13.5,10.5,1.0,0.0,16.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Sunday Paper,106.1
Meat,Deli,Food,7.7,3.157,2.0,Price Savers,S,M,1.0,Graduate Degree,Bronze,Professional,Y,2.0,$70K - $90K,0.0,Moms,3.85,16.2,14.2,1.0,0.0,34.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Cash Register Handout,128.2
Starchy Foods,Starchy Foods,Food,8.7,3.132,3.0,One Day Sale,M,F,5.0,Bachelors Degree,Bronze,Professional,Y,2.0,$30K - $50K,1.0,Monarch,2.9,8.2,5.19,1.0,0.0,18.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio, TV",117.29
Pain Relievers,Health and Hygiene,Non-Consumable,10.8,4.212,3.0,Super Savers,S,M,1.0,Graduate Degree,Bronze,Management,Y,3.0,$90K - $110K,0.0,Hilltop,3.6,8.77,7.77,1.0,0.0,5.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Cash Register Handout,71.51
Vegetables,Produce,Food,11.22,4.3758,3.0,Sale Winners,M,F,3.0,Bachelors Degree,Bronze,Management,Y,2.0,$70K - $90K,0.0,Hermanos,3.74,13.1,12.1,0.0,1.0,21.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Product Attachment,137.7
Dairy,Dairy,Food,9.0,3.33,5.0,Two for One,M,M,4.0,Bachelors Degree,Silver,Professional,N,2.0,$130K - $150K,4.0,Carlson,1.8,12.2,9.19,1.0,1.0,17.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio, TV",57.52
Seafood,Seafood,Food,2.37,1.0191,3.0,One Day Sale,S,M,0.0,Bachelors Degree,Bronze,Professional,Y,2.0,$70K - $90K,0.0,Tip Top,0.79,14.1,11.1,1.0,0.0,10.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,In-Store Coupon,93.07
Electrical,Household,Non-Consumable,17.45,5.933,5.0,Price Savers,M,M,5.0,Partial College,Bronze,Management,Y,3.0,$30K - $50K,3.0,Sunset,3.49,10.9,8.89,1.0,0.0,14.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Sunday Paper, Radio",111.7
Snack Foods,Snack Foods,Food,5.24,2.3056,4.0,You Save Days,S,F,5.0,High School Degree,Bronze,Skilled Manual,N,2.0,$30K - $50K,0.0,Nationeel,1.31,16.3,14.2,0.0,0.0,16.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Bulk Mail,131.81
Dairy,Dairy,Food,3.24,1.458,4.0,Price Cutters,M,M,3.0,Bachelors Degree,Golden,Professional,Y,2.0,$90K - $110K,3.0,Even Better,0.81,6.33,4.32,1.0,1.0,20.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Cash Register Handout,145.52
Frozen Desserts,Frozen Foods,Food,9.63,4.5261,3.0,Saving Days,S,F,2.0,High School Degree,Bronze,Manual,N,3.0,$30K - $50K,0.0,Imagine,3.21,8.47,6.47,0.0,1.0,5.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",118.36
Snack Foods,Snack Foods,Food,5.54,1.7728,2.0,Two for One,M,M,3.0,Partial High School,Silver,Skilled Manual,Y,3.0,$30K - $50K,3.0,Horatio,2.77,18.7,16.7,0.0,0.0,23.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,59.83
Jams and Jellies,Baking Goods,Food,5.43,2.3892,3.0,One Day Sale,M,M,1.0,Partial High School,Normal,Skilled Manual,Y,1.0,$10K - $30K,1.0,CDR,1.81,7.7,4.69,0.0,1.0,17.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio, TV",85.88
Canned Soup,Canned Foods,Food,6.92,3.1832,4.0,Bag Stuffers,M,F,3.0,Graduate Degree,Golden,Professional,N,3.0,$70K - $90K,3.0,Blue Label,1.73,12.8,10.8,0.0,1.0,23.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",126.62
Snack Foods,Snack Foods,Food,8.1,3.159,3.0,Super Savers,M,M,3.0,Partial College,Bronze,Clerical,Y,3.0,$30K - $50K,2.0,Best Choice,2.7,14.4,12.3,0.0,1.0,17.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,In-Store Coupon,134.66
Starchy Foods,Starchy Foods,Food,10.83,3.8988,3.0,Pick Your Savings,M,F,1.0,High School Degree,Bronze,Professional,Y,2.0,$110K - $130K,0.0,Medalist,3.61,10.7,9.69,1.0,1.0,6.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,In-Store Coupon,83.51
Dairy,Dairy,Food,9.36,4.4928,3.0,Shelf Clearing Days,S,F,0.0,Partial High School,Bronze,Skilled Manual,Y,1.0,$50K - $70K,0.0,Even Better,3.12,7.91,6.9,1.0,0.0,13.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Radio,99.77
Vegetables,Produce,Food,3.32,1.3612,2.0,Dollar Cutters,M,M,2.0,Partial College,Bronze,Professional,Y,1.0,$30K - $50K,1.0,High Top,1.66,10.5,8.5,0.0,0.0,19.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Sunday Paper, Radio",136.74
Beer and Wine,Alcoholic Beverages,Drink,8.04,3.216,3.0,Two Day Sale,M,F,3.0,Partial College,Bronze,Skilled Manual,Y,4.0,$50K - $70K,2.0,Pearl,2.68,10.7,8.69,0.0,0.0,31.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Radio,91.28
Electrical,Household,Non-Consumable,14.8,5.624,4.0,Super Duper Savers,S,M,1.0,Bachelors Degree,Bronze,Professional,N,1.0,$50K - $70K,0.0,Denny,3.7,13.3,11.3,1.0,0.0,13.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Sunday Paper,69.65
Dairy,Dairy,Food,3.93,1.8471,3.0,I Cant Believe It Sale,S,F,1.0,Partial High School,Normal,Skilled Manual,Y,1.0,$10K - $30K,0.0,Carlson,1.31,9.8,6.8,1.0,1.0,20.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,69.47
Vegetables,Produce,Food,4.29,2.0592,3.0,Three for One,M,M,3.0,Partial High School,Normal,Manual,N,1.0,$10K - $30K,0.0,High Top,1.43,21.9,20.8,0.0,0.0,13.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,122.47
Bread,Baked Goods,Food,3.12,1.2792,2.0,Shelf Clearing Days,S,F,3.0,Bachelors Degree,Bronze,Management,N,3.0,$50K - $70K,0.0,Modell,1.56,21.9,19.8,1.0,1.0,31.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Sunday Paper,106.1
Pain Relievers,Health and Hygiene,Non-Consumable,15.64,6.5688,4.0,Double Down Sale,M,M,4.0,High School Degree,Golden,Professional,Y,2.0,$90K - $110K,4.0,Consolidated,3.91,13.0,11.0,1.0,0.0,1.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,TV,95.74
Hardware,Household,Non-Consumable,3.28,1.3448,4.0,Price Savers,M,M,1.0,Graduate Degree,Bronze,Professional,N,3.0,$110K - $130K,1.0,Red Wing,0.82,9.47,8.47,1.0,0.0,10.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Sunday Paper, Radio",111.7
Jams and Jellies,Baking Goods,Food,6.66,2.331,2.0,Double Down Sale,M,F,5.0,High School Degree,Bronze,Skilled Manual,Y,3.0,$30K - $50K,1.0,Plato,3.33,12.6,11.6,1.0,0.0,25.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,TV,95.74
Baking Goods,Baking Goods,Food,6.08,1.9456,4.0,Big Promo,S,F,2.0,High School Degree,Bronze,Professional,N,2.0,$110K - $130K,0.0,CDR,1.52,17.9,16.8,0.0,0.0,19.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Sunday Paper,51.12
Breakfast Foods,Frozen Foods,Food,1.65,0.7755,3.0,Wallet Savers,S,F,5.0,High School Degree,Golden,Skilled Manual,Y,4.0,$30K - $50K,0.0,PigTail,0.55,15.9,14.8,0.0,0.0,29.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio, TV",79.95
Pain Relievers,Health and Hygiene,Non-Consumable,9.88,3.1616,4.0,Best Savings,M,M,2.0,Bachelors Degree,Normal,Professional,Y,1.0,$10K - $30K,1.0,Hilltop,2.47,6.4,4.4,1.0,0.0,33.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Street Handout,114.01
Bathroom Products,Health and Hygiene,Non-Consumable,4.29,1.6731,3.0,Weekend Markdown,M,F,4.0,Partial High School,Normal,Skilled Manual,Y,1.0,$10K - $30K,4.0,Bird Call,1.43,18.9,16.8,1.0,0.0,35.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,In-Store Coupon,73.05
Electrical,Household,Non-Consumable,12.76,4.466,4.0,Free For All,M,F,1.0,High School Degree,Normal,Professional,Y,3.0,$70K - $90K,1.0,Cormorant,3.19,17.5,14.5,1.0,0.0,19.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,In-Store Coupon,109.06
Snack Foods,Snack Foods,Food,4.62,2.2638,3.0,Mystery Sale,M,M,2.0,Partial High School,Bronze,Professional,Y,3.0,$110K - $130K,0.0,Horatio,1.54,7.71,6.71,1.0,1.0,25.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Bulk Mail,84.97
Bathroom Products,Health and Hygiene,Non-Consumable,7.14,2.7846,3.0,Big Time Discounts,S,F,0.0,Partial College,Bronze,Professional,N,3.0,$50K - $70K,0.0,Hilltop,2.38,16.0,13.0,1.0,0.0,16.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,In-Store Coupon,145.6
Specialty,Produce,Food,9.56,3.1548,4.0,Two for One,M,F,1.0,Partial High School,Normal,Skilled Manual,Y,2.0,$10K - $30K,1.0,Ebony,2.39,18.8,16.7,0.0,0.0,25.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Daily Paper,68.97
Paper Products,Household,Non-Consumable,5.82,2.2116,3.0,Free For All,S,M,3.0,Bachelors Degree,Bronze,Professional,N,4.0,$70K - $90K,0.0,Cormorant,1.94,6.95,4.94,1.0,0.0,28.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",126.24
Specialty,Produce,Food,6.33,2.4054,3.0,Shelf Clearing Days,M,M,5.0,Partial College,Golden,Skilled Manual,Y,2.0,$30K - $50K,3.0,High Top,2.11,10.9,7.89,0.0,1.0,15.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",76.41
Pure Juice Beverages,Beverages,Drink,4.8,2.352,3.0,One Day Sale,M,M,0.0,Partial High School,Bronze,Skilled Manual,N,2.0,$30K - $50K,0.0,Excellent,1.6,9.58,7.57,0.0,0.0,6.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio, TV",131.75
Pain Relievers,Health and Hygiene,Non-Consumable,9.28,2.9696,4.0,High Roller Savings,M,M,4.0,High School Degree,Golden,Skilled Manual,Y,4.0,$30K - $50K,3.0,Faux Products,2.32,11.1,9.1,0.0,0.0,31.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,TV,72.61
Dairy,Dairy,Food,8.28,3.726,3.0,Price Cutters,S,F,3.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,0.0,Booker,2.76,13.8,11.8,1.0,1.0,16.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Cash Register Handout,145.52
Pizza,Frozen Foods,Food,8.04,3.8592,3.0,Cash Register Lottery,M,M,0.0,High School Degree,Normal,Skilled Manual,N,1.0,$10K - $30K,0.0,Golden,2.68,12.8,10.8,1.0,1.0,17.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",59.86
Beer and Wine,Alcoholic Beverages,Drink,11.4,3.42,3.0,Mystery Sale,S,F,0.0,Partial College,Bronze,Professional,Y,2.0,$30K - $50K,0.0,Walrus,3.8,9.9,6.89,1.0,0.0,32.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",68.84
Frozen Desserts,Frozen Foods,Food,11.85,3.6735,3.0,Sales Days,M,F,4.0,Partial High School,Golden,Skilled Manual,Y,2.0,$50K - $70K,4.0,Golden,3.95,19.0,16.0,0.0,0.0,11.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Daily Paper,62.71
Canned Clams,Canned Foods,Food,6.33,2.0256,3.0,One Day Sale,M,M,2.0,High School Degree,Bronze,Manual,Y,2.0,$30K - $50K,1.0,Better,2.11,17.6,16.6,1.0,1.0,36.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio, TV",131.75
Fruit,Produce,Food,2.61,0.9396,3.0,Save-It Sale,M,F,4.0,High School Degree,Bronze,Professional,Y,1.0,$130K - $150K,0.0,Hermanos,0.87,17.5,14.5,1.0,1.0,21.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Daily Paper,81.79
Specialty,Produce,Food,5.04,1.9656,3.0,Bag Stuffers,M,M,0.0,High School Degree,Bronze,Manual,Y,3.0,$30K - $50K,0.0,Ebony,1.68,17.2,14.2,1.0,1.0,8.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",126.62
Decongestants,Health and Hygiene,Non-Consumable,6.72,2.8224,4.0,Super Duper Savers,S,F,2.0,High School Degree,Bronze,Manual,N,1.0,$30K - $50K,0.0,Hilltop,1.68,21.5,18.5,1.0,0.0,22.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Cash Register Handout,129.5
Bread,Baked Goods,Food,6.99,3.3552,3.0,Double Down Sale,M,F,2.0,High School Degree,Golden,Management,Y,1.0,$150K +,1.0,Fantastic,2.33,20.5,18.5,0.0,0.0,25.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Street Handout,59.19
Magazines,Periodicals,Non-Consumable,5.4,2.484,2.0,Price Slashers,M,F,1.0,Bachelors Degree,Bronze,Management,Y,3.0,$110K - $130K,1.0,Mighty Good,2.7,18.3,17.2,0.0,0.0,4.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio, TV",100.44
Snack Foods,Snack Foods,Food,4.94,1.9266,2.0,Three for One,S,F,2.0,Bachelors Degree,Bronze,Professional,Y,3.0,$30K - $50K,0.0,Fort West,2.47,20.1,19.1,0.0,0.0,34.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,122.47
Vegetables,Produce,Food,6.96,2.436,4.0,Dollar Days,M,M,5.0,Bachelors Degree,Bronze,Professional,N,3.0,$70K - $90K,0.0,Hermanos,1.74,11.3,8.3,0.0,1.0,30.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Daily Paper, Radio",138.81
Vegetables,Frozen Foods,Food,15.68,5.488,4.0,Saving Days,S,F,2.0,Partial College,Bronze,Management,N,3.0,$30K - $50K,0.0,Imagine,3.92,15.2,12.1,1.0,1.0,20.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Street Handout,67.31
Baking Goods,Baking Goods,Food,4.76,2.3324,2.0,Save-It Sale,M,M,3.0,Partial High School,Bronze,Skilled Manual,Y,1.0,$10K - $30K,3.0,CDR,2.38,16.1,14.1,1.0,0.0,14.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio, TV",89.37
Jams and Jellies,Baking Goods,Food,4.5,1.935,2.0,High Roller Savings,S,F,3.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,0.0,Landslide,2.25,6.14,5.13,0.0,0.0,3.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,"Daily Paper, Radio, TV",68.15
Jams and Jellies,Baking Goods,Food,8.1,2.835,3.0,Bag Stuffers,M,M,4.0,Partial High School,Golden,Manual,Y,2.0,$30K - $50K,4.0,CDR,2.7,21.4,20.3,1.0,0.0,10.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,82.62
Vegetables,Frozen Foods,Food,4.38,2.1462,3.0,Saving Days,M,F,3.0,Bachelors Degree,Bronze,Management,Y,2.0,$70K - $90K,0.0,Golden,1.46,8.58,5.57,1.0,0.0,29.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",118.36
Baking Goods,Baking Goods,Food,3.99,1.7157,3.0,Shelf Clearing Days,S,F,4.0,High School Degree,Silver,Professional,Y,2.0,$150K +,0.0,CDR,1.33,6.43,4.42,0.0,1.0,29.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,In-Store Coupon,109.21
Dairy,Dairy,Food,11.25,4.05,3.0,Weekend Markdown,S,F,2.0,Bachelors Degree,Bronze,Management,N,2.0,$70K - $90K,0.0,Carlson,3.75,19.3,16.2,0.0,0.0,30.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Daily Paper,140.57
Specialty,Produce,Food,4.62,1.8942,3.0,High Roller Savings,M,F,1.0,High School Degree,Bronze,Manual,Y,2.0,$30K - $50K,0.0,Tri-State,1.54,17.5,15.5,1.0,1.0,26.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",84.16
Vegetables,Frozen Foods,Food,3.82,1.5662,2.0,Money Savers,S,M,3.0,High School Degree,Bronze,Manual,N,2.0,$30K - $50K,0.0,Imagine,1.91,21.0,19.0,1.0,1.0,8.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Cash Register Handout,53.01
Vegetables,Produce,Food,10.52,4.734,4.0,Save-It Sale,S,M,3.0,High School Degree,Bronze,Skilled Manual,N,4.0,$30K - $50K,0.0,Hermanos,2.63,16.2,14.2,0.0,1.0,30.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Radio,144.38
Cleaning Supplies,Household,Non-Consumable,5.04,1.6128,3.0,Super Savers,S,F,1.0,High School Degree,Bronze,Manual,Y,3.0,$30K - $50K,0.0,Red Wing,1.68,10.4,7.39,1.0,0.0,11.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Cash Register Handout,71.51
Fruit,Produce,Food,6.22,2.9856,2.0,Sale Winners,M,F,1.0,Bachelors Degree,Bronze,Professional,Y,1.0,$50K - $70K,0.0,Hermanos,3.11,17.6,16.6,1.0,1.0,18.0,Small Grocery,Bellingham,WA,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,Bulk Mail,108.02
